"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
675,"Superior Court - Appalachian - Priest (Vote For 1)","Mary Elizabeth Priest (I)","",19148,100.00,0,0,3,3,"0","1509"
676,"Superior Court - Appalachian - Worcester (Vote For 1)","John Worcester (I)","",19112,100.00,0,0,3,3,"0","1466"
677,"Superior Court - Atlanta - Barwick (Vote For 1)","Jane C. Barwick (I)","",144994,100.00,0,0,1,1,"0","41696"
678,"Superior Court - Atlanta - Eaton (Vote For 1)","Chuck Eaton (I)","",90081,57.21,0,0,1,1,"0","29678"
679,"Superior Court - Atlanta - Eaton (Vote For 1)","Shalanda Miller","",67379,42.79,0,0,1,1,"0","29678"
680,"Superior Court - Atlanta - Ellerbe (Vote For 1)","Kelly Lee Ellerbe (I)","",144248,100.00,0,0,1,1,"0","42466"
681,"Superior Court - Atlanta - Farmer (Vote For 1)","Kevin M. Farmer (I)","",143148,100.00,0,0,1,1,"0","43609"
682,"Superior Court - Atlanta - McBurney (Vote For 1)","Robert C.I. McBurney (I)","",143108,100.00,0,0,1,1,"0","43677"
683,"Superior Court - Atlanta - Schwall (Vote For 1)","Craig L. Schwall, Sr. (I)","",143295,100.00,0,0,1,1,"0","43402"
684,"Superior Court - Atlanta - Whitaker (Vote For 1)","Allyson R. Pitts","",54566,35.40,0,0,1,1,"0","33021"
685,"Superior Court - Atlanta - Whitaker (Vote For 1)","Paige Reese Whitaker (I)","",99571,64.60,0,0,1,1,"0","33021"
686,"Judge - Superior Court - Atlantic Judicial Circuit (Cheney) (Vote For 1)","Glen A. Cheney (I)","",22835,100.00,0,0,6,6,"0","1352"
687,"Judge - Superior Court - Atlantic Judicial Circuit (Stewart) (Vote For 1)","D. Jay Stewart (I)","",23216,100.00,0,0,6,6,"0","1287"
688,"Judge - Superior Court - Augusta Judicial Circuit (Heath) (Vote For 1)","Amanda Nichole Heath (I)","",34192,100.00,0,0,2,2,"0","817"
689,"Judge - Superior Court - Augusta Judicial Circuit (Stone) (Vote For 1)","Charles H.S. Lyons III","",17465,46.40,0,0,2,2,"0","223"
690,"Judge - Superior Court - Augusta Judicial Circuit (Stone) (Vote For 1)","Jesse Stone (I)","",20176,53.60,0,0,2,2,"0","223"
691,"Judge - Superior Court - Augusta Judicial Circuit (Wright) (Vote For 1)","Laverne Lewis Gaskins","",10191,26.61,0,0,2,2,"0","277"
692,"Judge - Superior Court - Augusta Judicial Circuit (Wright) (Vote For 1)","Ashley Wright (I)","",28101,73.39,0,0,2,2,"0","277"
693,"Superior Court - Bell Forsyth - Bagley (Vote For 1)","Jeffrey Bagley (I)","",39417,100.00,0,0,1,1,"0","8359"
694,"Superior Court - Bell Forsyth - Smith (Vote For 1)","Philip C. Smith (I)","",38974,100.00,0,0,1,1,"0","8884"
695,"Superior Court - Blue Ridge - Baker (Vote For 1)","Tony Baker (I)","",50685,100.00,0,0,1,1,"0","10029"
696,"Judge - Superior Court - Brunswick Circuit (Lane) (Vote For 1)","Roger Lane (I)","",32322,100.00,0,0,5,5,"0","938"
697,"Superior Court - Cherokee - Greene (Vote For 1)","Rosemary M. Greene (I)","",24050,100.00,0,0,2,2,"0","2697"
698,"Superior Court - Cherokee - Smith (Vote For 1)","D. Scott Smith (I)","",24245,100.00,0,0,2,2,"0","2716"
699,"Superior Court - Clayton - Carter (Vote For 1)","Geronda V. Carter (I)","",31099,100.00,0,0,1,1,"0","3908"
700,"Superior Court - Clayton - Mason (Vote For 1)","Aaron B. Mason (I)","",31016,100.00,0,0,1,1,"0","3991"
701,"Judge - Superior Court - Cobb Judicial Circuit (Flournoy) (Vote For 1)","Sonja N. Brown","",37718,29.10,0,0,1,1,"0","29027"
702,"Judge - Superior Court - Cobb Judicial Circuit (Flournoy) (Vote For 1)","Daniele Johnson","",18740,14.46,0,0,1,1,"0","29027"
703,"Judge - Superior Court - Cobb Judicial Circuit (Flournoy) (Vote For 1)","James K. Luttrell","",28095,21.68,0,0,1,1,"0","29027"
704,"Judge - Superior Court - Cobb Judicial Circuit (Flournoy) (Vote For 1)","Taneesha Marshall","",20634,15.92,0,0,1,1,"0","29027"
705,"Judge - Superior Court - Cobb Judicial Circuit (Flournoy) (Vote For 1)","Gerald Moore","",24410,18.84,0,0,1,1,"0","29027"
706,"Judge - Superior Court - Cobb Judicial Circuit (Harris) (Vote For 1)","Ann Harris (I)","",128428,100.00,0,0,1,1,"0","30058"
707,"Judge - Superior Court - Cobb Judicial Circut (Leonard) (Vote For 1)","Charles Ford","",24330,18.21,0,0,1,1,"0","25158"
708,"Judge - Superior Court - Cobb Judicial Circut (Leonard) (Vote For 1)","Rob Leonard (I)","",90502,67.75,0,0,1,1,"0","25158"
709,"Judge - Superior Court - Cobb Judicial Circut (Leonard) (Vote For 1)","Matt McMaster","",18744,14.03,0,0,1,1,"0","25158"
710,"Judge - Superior Court - Columbia Judicial Circuit (Blanchard) (Vote For 1)","James Blanchard, Jr. (I)","",28106,100.00,0,0,1,1,"0","3975"
711,"Judge - Superior Court - Columbia Judicial Circuit (Padgett) (Vote For 1)","J. Wade Padgett (I)","",28205,100.00,0,0,1,1,"0","3832"
712,"Superior Court - Conasauga - Boyett (Vote For 1)","William T. Boyett (I)","",17146,100.00,0,0,2,2,"0","1088"
713,"Superior Court - Conasauga - Morris (Vote For 1)","Maxine C. """"Cindy"""" Morris (I)","",16811,100.00,0,0,2,2,"0","1188"
714,"Superior Court - Conasauga - Wilbanks (Vote For 1)","Jim Wilbanks (I)","",17161,100.00,0,0,2,2,"0","1011"
715,"Superior Court - Coweta - Hamrick (Vote For 1)","Bill Hamrick (I)","",62522,100.00,0,0,5,5,"0","2825"
716,"Superior Court - Coweta - Hightower (Vote For 1)","Dustin W. Hightower (I)","",62530,100.00,0,0,5,5,"0","2806"
717,"Superior Court - Douglas - Adams (Vote For 1)","Cynthia Adams (I)","",16378,83.49,0,0,1,1,"0","2014"
718,"Superior Court - Douglas - Adams (Vote For 1)","Corey Martin","",3239,16.51,0,0,1,1,"0","2014"
719,"Superior Court - Douglas - Adams (Vote For 1)","Ryan Williams","",0,0.00,0,0,1,1,"0","2014"
720,"Judge - Superior Court - Eastern Judicial Circuit (Abbot) (Vote For 1)","Tammy Stokes","",44283,100.00,0,0,1,1,"0","10379"
721,"Judge - Superior Court - Eastern Judicial Circuit (Karpf) (Vote For 1)","Benjamin Karpf (I)","",44662,100.00,0,0,1,1,"0","10375"
722,"Judge - Superior Court - Eastern Judicial Circuit (Walmsley) (Vote For 1)","Timothy Walmsley (I)","",44113,100.00,0,0,1,1,"0","10981"
723,"Superior Court - Enotah - George (Vote For 1)","Raymond E. George (I)","",21714,100.00,0,0,4,4,"0","1269"
724,"Superior Court - Enotah - Levins (Vote For 1)","T. Buckley Levins (I)","",21591,100.00,0,0,4,4,"0","1370"
725,"Judge - Superior Court - Flint Judicial Circuit (Amero) (Vote For 1)","Brian Amero (I)","",27286,65.35,0,0,1,1,"0","3494"
726,"Judge - Superior Court - Flint Judicial Circuit (Amero) (Vote For 1)","Loletha Hale","",14469,34.65,0,0,1,1,"0","3494"
727,"Judge - Superior Court - Flint Judicial Circuit (Palmer) (Vote For 1)","Pandora Elaine Palmer (I)","",38832,100.00,0,0,1,1,"0","6288"
728,"Superior Court - Griffin - Coker (Vote For 1)","Ben Coker (I)","",46640,100.00,0,0,4,4,"0","6080"
729,"Superior Court - Griffin - Kreuziger (Vote For 1)","Rhonda Kreuziger (I)","",45993,100.00,0,0,4,4,"0","6223"
730,"Superior Court - Griffin - Miller, Jr. (Vote For 1)","Ben J. Miller, Jr. (I)","",46597,100.00,0,0,4,4,"0","6098"
731,"Judge - Superior Court - Gwinnett Judicial Circuit (Cason)/ Para Juez, Tribunal Superior del Circuito Judicial de Gwinnett (Vote For 1)","Tracie H. Cason (I)","",87894,73.35,0,0,1,1,"0","15337"
732,"Judge - Superior Court - Gwinnett Judicial Circuit (Cason)/ Para Juez, Tribunal Superior del Circuito Judicial de Gwinnett (Vote For 1)","Andre Johnson","",31942,26.65,0,0,1,1,"0","15337"
733,"Judge - Superior Court - Gwinnett Judicial Circuit (Duncan)/ Para Juez, Tribunal Superior del Circuito Judicial de Gwinnett (Vote For 1)","Angela D. Duncan (I)","",91486,76.79,0,0,1,1,"0","16033"
734,"Judge - Superior Court - Gwinnett Judicial Circuit (Duncan)/ Para Juez, Tribunal Superior del Circuito Judicial de Gwinnett (Vote For 1)","B. Thassanee """"B T"""" Parker","",27649,23.21,0,0,1,1,"0","16033"
735,"Judge - Superior Court - Gwinnett Judicial Circuit (Hamil)/ Para Juez, Tribunal Superior del Circuito Judicial de Gwinnett (Vote For 1)","Karen Scott Greene","",52079,43.64,0,0,1,1,"0","15843"
736,"Judge - Superior Court - Gwinnett Judicial Circuit (Hamil)/ Para Juez, Tribunal Superior del Circuito Judicial de Gwinnett (Vote For 1)","Tim Hamil (I)","",67258,56.36,0,0,1,1,"0","15843"
737,"Judge - Superior Court - Gwinnett Judicial Circuit (Hutchinson)/ Para Juez, Tribunal Superior del Circuito Judicial de Gwinnett (Vote For 1)","George Forman Hutchinson (I)","",112341,100.00,0,0,1,1,"0","22498"
738,"Judge - Superior Court - Gwinnett Judicial Circuit (Mason)/ Para Juez, Tribunal Superior del Circuito Judicial de Gwinnett (Vote For 1)","Tracey D. Mason (I)","",113331,100.00,0,0,1,1,"0","21639"
739,"Superior Court - Lookout Mountain - Thompson (Vote For 1)","Don W. Thompson (I)","",26686,100.00,0,0,4,4,"0","2051"
740,"Judge - Superior Court - Macon Judicial Circuit (Mincey) (Vote For 1)","David L. Mincey III (I)","",31176,100.00,0,0,3,3,"0","4482"
741,"Judge - Superior Court - Macon Judicial Circuit (Raymond) (Vote For 1)","Phillip T. Raymond III (I)","",30907,100.00,0,0,3,3,"0","4666"
742,"Judge - Superior Court - Macon Judicial Circuit (Simms) (Vote For 1)","Howard Z. Simms (I)","",31165,100.00,0,0,3,3,"0","4379"
743,"Judge - Superior Court - Macon Judicial Circuit (Williford) (Vote For 1)","Connie Williford Marsh (I)","",30771,100.00,0,0,3,3,"0","4843"
744,"Judge - Superior Court - Middle Judicial Circuit (Reeves) (Vote For 1)","Robert S. """"Bobby"""" Reeves (I)","",11349,100.00,0,0,4,4,"0","254"
745,"Judge - Superior Court - Middle Judicial Circuit (Smith) (Vote For 1)","Tommy J. Smith (I)","",11142,100.00,0,0,4,4,"0","277"
746,"Judge - Superior Court - Mountain Judicial Circut (Smith) (Vote For 1)","Russell W. Smith (I)","",15999,100.00,0,0,3,3,"0","1687"
747,"Superior Court - Northeastern - Deal (Vote For 1)","Jason Jonathan Deal (I)","",38350,100.00,0,0,2,2,"0","1147"
748,"Superior Court - Northeastern - Fuller (Vote For 1)","Lindsay Burton","",37323,100.00,0,0,2,2,"0","1282"
749,"Judge - Superior Court - Pataula Judicial Circuit (Vote For 1)","Henry Balkcom (I)","",8155,100.00,0,0,7,7,"0","74"
750,"Judge - Superior Court - Piedmont Judicial Circuit (McLocklin) (Vote For 1)","Wayne D. McLocklin (I)","",28577,100.00,0,0,3,3,"0","621"
751,"Judge - Superior Court - Rockdale Judicial Circuit (Bills) (Vote For 1)","Nancy Bills (I)","",15168,100.00,0,0,1,1,"0","2231"
752,"Judge - Superior Court - Southern Judicial Circuit (Hardy) (Vote For 1)","Catherine Mims Smith","",14960,46.01,0,0,5,5,"0","346"
753,"Judge - Superior Court - Southern Judicial Circuit (Hardy) (Vote For 1)","Robert L. Moore, Jr.","",6299,19.37,0,0,5,5,"0","346"
754,"Judge - Superior Court - Southern Judicial Circuit (Hardy) (Vote For 1)","William Long Whitesell","",11258,34.62,0,0,5,5,"0","346"
755,"Judge - Superior Court - Southern Judicial Circuit (McDaniel) (Vote For 1)","Brian McDaniel (I)","",30043,100.00,0,0,5,5,"0","605"
756,"Judge - Superior Court - Southern Judicial Circuit (Prine) (Vote For 1)","James L. Prine (I)","",29969,100.00,0,0,5,5,"0","612"
757,"Judge - Superior Court - Southern Judicial Circuit (Voyles) (Vote For 1)","Gregory A. Voyles (I)","",30056,100.00,0,0,5,5,"0","602"
758,"Judge - Superior Court - Southwestern Judicial Circuit (Vote For 1)","James Sizemore (I)","",14093,100.00,0,0,6,6,"0","756"
759,"Judge - Superior Court - Stone Mountain Judicial Circuit (Asha Jackson) (Vote For 1)","Asha F. Jackson (I)","",109739,100.00,0,0,1,1,"1","25604"
760,"Judge - Superior Court - Stone Mountain Judicial Circuit (Latisha Jackson) (Vote For 1)","Latisha Dear Jackson (I)","",109727,100.00,0,0,1,1,"0","25604"
761,"Judge - Superior Court - Stone Mountain Judicial Circuit (Johnson) (Vote For 1)","Courtney Johnson (I)","",108998,100.00,0,0,1,1,"3","26361"
762,"Superior Court - Tallapoosa - Lim (Vote For 1)","Meng Lim (I)","",5682,40.85,0,0,2,2,"0","163"
763,"Superior Court - Tallapoosa - Lim (Vote For 1)","Andrew B. Roper","",8226,59.15,0,0,2,2,"0","163"
764,"Judge - Superior Court - Tifton Judicial Circuit (Vote For 1)","Bill Reinhardt (I)","",12696,100.00,0,0,4,4,"0","202"
765,"Judge - Superior Court - Towaliga Judicial Circuit (Wilson) (Vote For 1)","Thomas H. Wilson (I)","",15148,100.00,0,0,3,3,"0","784"
766,"Judge - Superior Court - Waycross Judicial Circuit (Gillis) (Vote For 1)","Dwayne H. Gillis (I)","",19847,100.00,0,0,6,6,"0","505"
767,"Judge - Superior Court - Waycross Judicial Circuit (Kight) (Vote For 1)","Jeffrey H. Kight (I)","",19618,100.00,0,0,6,6,"0","570"
768,"Judge - Superior Court - Western Judicial Circuit (Lott) (Vote For 1)","Lisa Lott (I)","",27313,100.00,0,0,2,2,"0","4542"
769,"Judge - Superior Court - Western Judicial Circuit (Norris) (Vote For 1)","Eric Wayne Norris (I)","",27368,100.00,0,0,2,2,"0","4756"
770,"Party Question 1 - Rep (Vote For 1)","Yes","REP",1044564,93.20,0,0,158,158,"0","64"
771,"Party Question 1 - Rep (Vote For 1)","No","REP",76175,6.80,0,0,158,158,"0","64"
772,"Party Question 2 - Rep (Vote For 1)","Yes","REP",873655,78.78,0,0,158,158,"0","142"
773,"Party Question 2 - Rep (Vote For 1)","No","REP",235339,21.22,0,0,158,158,"0","142"
774,"Party Question 3 - Rep (Vote For 1)","Yes","REP",921457,83.90,0,0,158,158,"0","167"
775,"Party Question 3 - Rep (Vote For 1)","No","REP",176800,16.10,0,0,158,158,"0","167"
776,"Party Question 4 - Rep (Vote For 1)","Yes","REP",931415,86.52,0,0,158,158,"0","309"
777,"Party Question 4 - Rep (Vote For 1)","No","REP",145176,13.48,0,0,158,158,"0","309"
778,"Party Question 5 - Rep (Vote For 1)","Yes","REP",41350,3.70,0,0,158,158,"0","79"
779,"Party Question 5 - Rep (Vote For 1)","No","REP",1076205,96.30,0,0,158,158,"0","79"
780,"Party Question 6 - Rep (Vote For 1)","Yes","REP",1057025,95.33,0,0,158,158,"0","126"
781,"Party Question 6 - Rep (Vote For 1)","No","REP",51793,4.67,0,0,158,158,"0","126"
782,"Party Question 7 - Rep (Vote For 1)","Yes","REP",947582,85.27,0,0,158,158,"0","126"
783,"Party Question 7 - Rep (Vote For 1)","No","REP",163630,14.73,0,0,158,158,"0","126"
784,"Party Question 8 - Rep (Vote For 1)","Yes","REP",868385,79.77,0,0,158,158,"0","268"
785,"Party Question 8 - Rep (Vote For 1)","No","REP",220263,20.23,0,0,158,158,"0","268"
786,"Party Question 1 - Dem (Vote For 1)","Yes","DEM",568976,85.06,0,0,158,158,"0","36"
787,"Party Question 1 - Dem (Vote For 1)","No","DEM",99951,14.94,0,0,158,158,"0","36"
788,"Party Question 2 - Dem (Vote For 1)","Yes","DEM",638708,95.27,0,0,158,158,"0","44"
789,"Party Question 2 - Dem (Vote For 1)","No","DEM",31685,4.73,0,0,158,158,"0","44"
790,"Party Question 3 - Dem (Vote For 1)","Yes","DEM",645811,96.22,0,0,158,158,"0","38"
791,"Party Question 3 - Dem (Vote For 1)","No","DEM",25389,3.78,0,0,158,158,"0","38"
792,"Party Question 4 - Dem (Vote For 1)","Yes","DEM",579079,87.69,0,0,158,158,"0","53"
793,"Party Question 4 - Dem (Vote For 1)","No","DEM",81268,12.31,0,0,158,158,"0","53"
794,"Party Question 5 - Dem (Vote For 1)","Yes","DEM",593274,88.86,0,0,158,158,"0","40"
795,"Party Question 5 - Dem (Vote For 1)","No","DEM",74339,11.14,0,0,158,158,"0","40"
796,"Party Question 6 - Dem (Vote For 1)","Yes","DEM",648884,96.92,0,0,158,158,"0","37"
797,"Party Question 6 - Dem (Vote For 1)","No","DEM",20651,3.08,0,0,158,158,"0","37"
798,"Party Question 7 - Dem (Vote For 1)","Yes","DEM",639256,95.59,0,0,158,158,"0","41"
799,"Party Question 7 - Dem (Vote For 1)","No","DEM",29493,4.41,0,0,158,158,"0","41"
800,"Party Question 8 - Dem (Vote For 1)","Yes","DEM",537714,80.51,0,0,158,158,"0","34"
801,"Party Question 8 - Dem (Vote For 1)","No","DEM",130182,19.49,0,0,158,158,"0","34"
802,"Party Question 9 - Dem (Vote For 1)","Yes","DEM",644219,96.99,0,0,158,158,"0","44"
803,"Party Question 9 - Dem (Vote For 1)","No","DEM",20014,3.01,0,0,158,158,"0","44"
