precinct,district,office,writein,party_detailed,party_simplified,candidate,dataverse,mode,votes,jurisdiction_name,state,year,stage,state_po,state_fips,state_cen,state_ic,date,jurisdiction_fips,county_name,county_fips,readme_check,magnitude,special
32-05,,AT-LARGE TRUSTEE,FALSE,,,KEONI SOUZA,STATE,ELECTION DAY,27,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
32-05,,AT-LARGE TRUSTEE,FALSE,,,JOHN D WAIHEE,STATE,ELECTION DAY,11,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
32-05,,CHARTER QUESTION #1,FALSE,,,YES,,ELECTION DAY,16,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
32-05,,CHARTER QUESTION #1,FALSE,,,NO,,ELECTION DAY,44,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
32-05,,CHARTER QUESTION #2,FALSE,,,YES,,ELECTION DAY,35,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
32-05,,CHARTER QUESTION #2,FALSE,,,NO,,ELECTION DAY,25,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
32-05,,CHARTER QUESTION #3,FALSE,,,YES,,ELECTION DAY,26,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
32-05,,CHARTER QUESTION #3,FALSE,,,NO,,ELECTION DAY,34,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
32-05,,CHARTER QUESTION #4,FALSE,,,YES,,ELECTION DAY,22,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
32-05,,CHARTER QUESTION #4,FALSE,,,NO,,ELECTION DAY,37,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,US SENATE,FALSE,ALOHA AINA PARTY,OTHER,DAN DECKER,SENATE,ELECTION DAY,1,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,US SENATE,FALSE,REPUBLICAN,REPUBLICAN,BOB MCDERMOTT,SENATE,ELECTION DAY,59,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,US SENATE,FALSE,GREEN,OTHER,EMMA JANE A POHLMAN,SENATE,ELECTION DAY,1,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,US SENATE,FALSE,DEMOCRAT,DEMOCRAT,BRIAN SCHATZ,SENATE,ELECTION DAY,20,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,001,US HOUSE,FALSE,DEMOCRAT,DEMOCRAT,ED CASE,HOUSE,ELECTION DAY,21,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,001,US HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CONRAD KRESS,HOUSE,ELECTION DAY,59,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,GOVERNOR,FALSE,REPUBLICAN,REPUBLICAN,DUKE TUPAI AIONA,STATE,ELECTION DAY,65,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,GOVERNOR,FALSE,DEMOCRAT,DEMOCRAT,JOSH LUKE GREEN,STATE,ELECTION DAY,15,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,016,STATE SENATOR,FALSE,REPUBLICAN,REPUBLICAN,PATRICIA YUKI BEEKMAN,,ELECTION DAY,58,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,016,STATE SENATOR,FALSE,DEMOCRAT,DEMOCRAT,BRANDON JC ELEFANTE,,ELECTION DAY,22,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,HAWAII RESIDENT TRUSTEE VACANCY,FALSE,,,HOPE ALOHALANI CERMELJ,STATE,ELECTION DAY,36,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,HAWAII RESIDENT TRUSTEE VACANCY,FALSE,,,MILILANI B TRASK,STATE,ELECTION DAY,30,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,AT-LARGE TRUSTEE,FALSE,,,LEI 'LEINA'ALA' AHU ISA,STATE,ELECTION DAY,21,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,AT-LARGE TRUSTEE,FALSE,,,BRICKWOOD GALUTERIA,STATE,ELECTION DAY,19,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,AT-LARGE TRUSTEE,FALSE,,,SAM 'KALANIKUPUA' KING,STATE,ELECTION DAY,30,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,AT-LARGE TRUSTEE,FALSE,,,CHAD OWENS,STATE,ELECTION DAY,28,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,AT-LARGE TRUSTEE,FALSE,,,KEONI SOUZA,STATE,ELECTION DAY,25,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,AT-LARGE TRUSTEE,FALSE,,,JOHN D WAIHEE,STATE,ELECTION DAY,13,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,CHARTER QUESTION #1,FALSE,,,YES,,ELECTION DAY,19,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,CHARTER QUESTION #1,FALSE,,,NO,,ELECTION DAY,57,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,CHARTER QUESTION #2,FALSE,,,YES,,ELECTION DAY,39,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,CHARTER QUESTION #2,FALSE,,,NO,,ELECTION DAY,41,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,CHARTER QUESTION #3,FALSE,,,YES,,ELECTION DAY,41,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,CHARTER QUESTION #3,FALSE,,,NO,,ELECTION DAY,39,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,CHARTER QUESTION #4,FALSE,,,YES,,ELECTION DAY,27,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-01,,CHARTER QUESTION #4,FALSE,,,NO,,ELECTION DAY,49,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,US SENATE,FALSE,LIBERTARIAN,LIBERTARIAN,FEENA M BONOAN,SENATE,ELECTION DAY,2,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,US SENATE,FALSE,ALOHA AINA PARTY,OTHER,DAN DECKER,SENATE,ELECTION DAY,1,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,US SENATE,FALSE,REPUBLICAN,REPUBLICAN,BOB MCDERMOTT,SENATE,ELECTION DAY,65,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,US SENATE,FALSE,DEMOCRAT,DEMOCRAT,BRIAN SCHATZ,SENATE,ELECTION DAY,18,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,001,US HOUSE,FALSE,DEMOCRAT,DEMOCRAT,ED CASE,HOUSE,ELECTION DAY,20,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,001,US HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CONRAD KRESS,HOUSE,ELECTION DAY,68,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,GOVERNOR,FALSE,REPUBLICAN,REPUBLICAN,DUKE TUPAI AIONA,STATE,ELECTION DAY,74,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,GOVERNOR,FALSE,DEMOCRAT,DEMOCRAT,JOSH LUKE GREEN,STATE,ELECTION DAY,13,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,016,STATE SENATOR,FALSE,REPUBLICAN,REPUBLICAN,PATRICIA YUKI BEEKMAN,,ELECTION DAY,64,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,016,STATE SENATOR,FALSE,DEMOCRAT,DEMOCRAT,BRANDON JC ELEFANTE,,ELECTION DAY,21,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,HAWAII RESIDENT TRUSTEE VACANCY,FALSE,,,HOPE ALOHALANI CERMELJ,STATE,ELECTION DAY,33,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,HAWAII RESIDENT TRUSTEE VACANCY,FALSE,,,MILILANI B TRASK,STATE,ELECTION DAY,34,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,AT-LARGE TRUSTEE,FALSE,,,LEI 'LEINA'ALA' AHU ISA,STATE,ELECTION DAY,25,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,AT-LARGE TRUSTEE,FALSE,,,BRICKWOOD GALUTERIA,STATE,ELECTION DAY,26,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,AT-LARGE TRUSTEE,FALSE,,,SAM 'KALANIKUPUA' KING,STATE,ELECTION DAY,29,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,AT-LARGE TRUSTEE,FALSE,,,CHAD OWENS,STATE,ELECTION DAY,48,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,AT-LARGE TRUSTEE,FALSE,,,KEONI SOUZA,STATE,ELECTION DAY,33,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,AT-LARGE TRUSTEE,FALSE,,,JOHN D WAIHEE,STATE,ELECTION DAY,18,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,008,COUNCILMEMBER,FALSE,,,RON MENOR,,ELECTION DAY,18,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,008,COUNCILMEMBER,FALSE,,,VAL AQUINOOKIMOTO,,ELECTION DAY,66,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,CHARTER QUESTION #1,FALSE,,,YES,,ELECTION DAY,32,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,CHARTER QUESTION #1,FALSE,,,NO,,ELECTION DAY,55,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,CHARTER QUESTION #2,FALSE,,,YES,,ELECTION DAY,45,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,CHARTER QUESTION #2,FALSE,,,NO,,ELECTION DAY,41,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,CHARTER QUESTION #3,FALSE,,,YES,,ELECTION DAY,48,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,CHARTER QUESTION #3,FALSE,,,NO,,ELECTION DAY,38,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,CHARTER QUESTION #4,FALSE,,,YES,,ELECTION DAY,33,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-02,,CHARTER QUESTION #4,FALSE,,,NO,,ELECTION DAY,51,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,US SENATE,FALSE,REPUBLICAN,REPUBLICAN,BOB MCDERMOTT,SENATE,ELECTION DAY,27,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,US SENATE,FALSE,DEMOCRAT,DEMOCRAT,BRIAN SCHATZ,SENATE,ELECTION DAY,6,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,001,US HOUSE,FALSE,DEMOCRAT,DEMOCRAT,ED CASE,HOUSE,ELECTION DAY,7,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,001,US HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CONRAD KRESS,HOUSE,ELECTION DAY,27,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,GOVERNOR,FALSE,REPUBLICAN,REPUBLICAN,DUKE TUPAI AIONA,STATE,ELECTION DAY,30,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,GOVERNOR,FALSE,DEMOCRAT,DEMOCRAT,JOSH LUKE GREEN,STATE,ELECTION DAY,4,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,016,STATE SENATOR,FALSE,REPUBLICAN,REPUBLICAN,PATRICIA YUKI BEEKMAN,,ELECTION DAY,24,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,016,STATE SENATOR,FALSE,DEMOCRAT,DEMOCRAT,BRANDON JC ELEFANTE,,ELECTION DAY,8,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,HAWAII RESIDENT TRUSTEE VACANCY,FALSE,,,HOPE ALOHALANI CERMELJ,STATE,ELECTION DAY,11,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,HAWAII RESIDENT TRUSTEE VACANCY,FALSE,,,MILILANI B TRASK,STATE,ELECTION DAY,16,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,AT-LARGE TRUSTEE,FALSE,,,LEI 'LEINA'ALA' AHU ISA,STATE,ELECTION DAY,5,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,AT-LARGE TRUSTEE,FALSE,,,BRICKWOOD GALUTERIA,STATE,ELECTION DAY,3,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,AT-LARGE TRUSTEE,FALSE,,,SAM 'KALANIKUPUA' KING,STATE,ELECTION DAY,13,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,AT-LARGE TRUSTEE,FALSE,,,CHAD OWENS,STATE,ELECTION DAY,18,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,AT-LARGE TRUSTEE,FALSE,,,KEONI SOUZA,STATE,ELECTION DAY,11,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,AT-LARGE TRUSTEE,FALSE,,,JOHN D WAIHEE,STATE,ELECTION DAY,6,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,CHARTER QUESTION #1,FALSE,,,YES,,ELECTION DAY,11,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,CHARTER QUESTION #1,FALSE,,,NO,,ELECTION DAY,23,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,CHARTER QUESTION #2,FALSE,,,YES,,ELECTION DAY,18,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,CHARTER QUESTION #2,FALSE,,,NO,,ELECTION DAY,14,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,CHARTER QUESTION #3,FALSE,,,YES,,ELECTION DAY,17,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,CHARTER QUESTION #3,FALSE,,,NO,,ELECTION DAY,15,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,CHARTER QUESTION #4,FALSE,,,YES,,ELECTION DAY,11,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-03,,CHARTER QUESTION #4,FALSE,,,NO,,ELECTION DAY,22,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,US SENATE,FALSE,LIBERTARIAN,LIBERTARIAN,FEENA M BONOAN,SENATE,ELECTION DAY,1,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,US SENATE,FALSE,REPUBLICAN,REPUBLICAN,BOB MCDERMOTT,SENATE,ELECTION DAY,28,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,US SENATE,FALSE,DEMOCRAT,DEMOCRAT,BRIAN SCHATZ,SENATE,ELECTION DAY,2,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,001,US HOUSE,FALSE,DEMOCRAT,DEMOCRAT,ED CASE,HOUSE,ELECTION DAY,3,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,001,US HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CONRAD KRESS,HOUSE,ELECTION DAY,27,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,GOVERNOR,FALSE,REPUBLICAN,REPUBLICAN,DUKE TUPAI AIONA,STATE,ELECTION DAY,29,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,GOVERNOR,FALSE,DEMOCRAT,DEMOCRAT,JOSH LUKE GREEN,STATE,ELECTION DAY,2,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,016,STATE SENATOR,FALSE,REPUBLICAN,REPUBLICAN,PATRICIA YUKI BEEKMAN,,ELECTION DAY,25,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,016,STATE SENATOR,FALSE,DEMOCRAT,DEMOCRAT,BRANDON JC ELEFANTE,,ELECTION DAY,3,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,HAWAII RESIDENT TRUSTEE VACANCY,FALSE,,,HOPE ALOHALANI CERMELJ,STATE,ELECTION DAY,20,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,HAWAII RESIDENT TRUSTEE VACANCY,FALSE,,,MILILANI B TRASK,STATE,ELECTION DAY,8,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,AT-LARGE TRUSTEE,FALSE,,,LEI 'LEINA'ALA' AHU ISA,STATE,ELECTION DAY,8,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,AT-LARGE TRUSTEE,FALSE,,,BRICKWOOD GALUTERIA,STATE,ELECTION DAY,7,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,AT-LARGE TRUSTEE,FALSE,,,SAM 'KALANIKUPUA' KING,STATE,ELECTION DAY,11,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,AT-LARGE TRUSTEE,FALSE,,,CHAD OWENS,STATE,ELECTION DAY,20,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,AT-LARGE TRUSTEE,FALSE,,,KEONI SOUZA,STATE,ELECTION DAY,16,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,AT-LARGE TRUSTEE,FALSE,,,JOHN D WAIHEE,STATE,ELECTION DAY,4,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,008,COUNCILMEMBER,FALSE,,,RON MENOR,,ELECTION DAY,4,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,008,COUNCILMEMBER,FALSE,,,VAL AQUINOOKIMOTO,,ELECTION DAY,27,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,CHARTER QUESTION #1,FALSE,,,YES,,ELECTION DAY,8,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,CHARTER QUESTION #1,FALSE,,,NO,,ELECTION DAY,21,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,CHARTER QUESTION #2,FALSE,,,YES,,ELECTION DAY,12,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,CHARTER QUESTION #2,FALSE,,,NO,,ELECTION DAY,18,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,CHARTER QUESTION #3,FALSE,,,YES,,ELECTION DAY,14,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,CHARTER QUESTION #3,FALSE,,,NO,,ELECTION DAY,16,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,CHARTER QUESTION #4,FALSE,,,YES,,ELECTION DAY,10,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
33-04,,CHARTER QUESTION #4,FALSE,,,NO,,ELECTION DAY,18,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
34-01,,US SENATE,FALSE,REPUBLICAN,REPUBLICAN,BOB MCDERMOTT,SENATE,ELECTION DAY,10,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
34-01,,US SENATE,FALSE,DEMOCRAT,DEMOCRAT,BRIAN SCHATZ,SENATE,ELECTION DAY,13,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
34-01,001,US HOUSE,FALSE,DEMOCRAT,DEMOCRAT,ED CASE,HOUSE,ELECTION DAY,11,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
34-01,001,US HOUSE,FALSE,REPUBLICAN,REPUBLICAN,CONRAD KRESS,HOUSE,ELECTION DAY,12,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
34-01,,GOVERNOR,FALSE,REPUBLICAN,REPUBLICAN,DUKE TUPAI AIONA,STATE,ELECTION DAY,14,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
34-01,,GOVERNOR,FALSE,DEMOCRAT,DEMOCRAT,JOSH LUKE GREEN,STATE,ELECTION DAY,9,HONOLULU,HAWAII,2022,GEN,HI,15,95,82,2022-11-08,15003,HONOLULU,15003,TRUE,1,FALSE
